"Page Title","URL","Title Length","Duplicate Title","Meta Description","Meta Length","Duplicate Meta","GA",
"Chagigah 25 - Loopholes for the ignorant","http://talmudilluminated.com/chagigah/chagigah25.html","40","No","Missing Meta Description","0","No","No",
"Chagigah 26 - Thieves who repented","http://talmudilluminated.com/chagigah/chagigah26.html","34","No","Missing Meta Description","0","No","No",
"Yevamot 2 - Sister-in-law","http://talmudilluminated.com/yevamot/yevamot2.html","25","No","Missing Meta Description","0","No","No",
"Yevamot 8 - Brother's wife or wife's sister?","http://talmudilluminated.com/yevamot/yevamot8.html","44","No","Missing Meta Description","0","No","No",
"Yevamot 9 - Why only fifteen cases?","http://talmudilluminated.com/yevamot/yevamot9.html","35","No","Missing Meta Description","0","No","No",
"Yevamot 10 - Case number sixteen","http://talmudilluminated.com/yevamot/yevamot10.html","32","No","Missing Meta Description","0","No","No",
"Yevamot 13 - A mitzvah marriage of Beit Hillel is illegitimate for Beit Shammai","http://talmudilluminated.com/yevamot/yevamot13.html","79","No","Missing Meta Description","0","No","No",
"Yevamot 15 - Did Beit Shammai do it?","http://talmudilluminated.com/yevamot/yevamot15.html","36","No","Missing Meta Description","0","No","No",
"Yevamot 17 - A very young brother","http://talmudilluminated.com/yevamot/yevamot17.html","33","No","Missing Meta Description","0","No","No",
"Yevamot 18 - Bond of yibum","http://talmudilluminated.com/yevamot/yevamot18.html","26","No","Missing Meta Description","0","No","No",
"Yevamot 24 - He does not know whom he married","http://talmudilluminated.com/yevamot/yevamot24.html","45","No","Missing Meta Description","0","No","No",
"Yevamot 26 - Four brothers and two sisters","http://talmudilluminated.com/yevamot/yevamot26.html","42","No","Missing Meta Description","0","No","No",
"Yevamot 29 - Statement of intent","http://talmudilluminated.com/yevamot/yevamot29.html","32","No","Missing Meta Description","0","No","No",
"Yevamot 30 - What does the intent to marry accomplish?","http://talmudilluminated.com/yevamot/yevamot30.html","54","No","Missing Meta Description","0","No","No",
"Yevamot 35 - The widow who is pregnant","http://talmudilluminated.com/yevamot/yevamot35.html","38","No","Missing Meta Description","0","No","No",
"Yevamot 36 - Chalitzah with a pregnant widow","http://talmudilluminated.com/yevamot/yevamot36.html","44","No","Missing Meta Description","0","No","No",
"Yevamot 37 - Yibum with a pregnant widow","http://talmudilluminated.com/yevamot/yevamot37.html","40","No","Missing Meta Description","0","No","No",
"Yevamot 38 - Widow's inheritance","http://talmudilluminated.com/yevamot/yevamot38.html","32","No","Missing Meta Description","0","No","No",
"Yevamot 41 - Three months","http://talmudilluminated.com/yevamot/yevamot41.html","25","No","Missing Meta Description","0","No","No",
"Yevamot 44 - Four brothers","http://talmudilluminated.com/yevamot/yevamot44.html","26","No","Missing Meta Description","0","No","No",
"Yevamot 45 - A child from a mixed marriage","http://talmudilluminated.com/yevamot/yevamot45.html","42","No","Missing Meta Description","0","No","No",
"Yevamot 46 - Conversion to Judaism","http://talmudilluminated.com/yevamot/yevamot46.html","34","No","Missing Meta Description","0","No","No",
"Yevamot 47 - Accepting converts","http://talmudilluminated.com/yevamot/yevamot47.html","31","No","Missing Meta Description","0","No","No",
"Yevamot 49 - How Manasseh killed Isaiah","http://talmudilluminated.com/yevamot/yevamot49.html","39","No","Missing Meta Description","0","No","No",
"Yevamot 50 - Divorce, and then another divorce","http://talmudilluminated.com/yevamot/yevamot50.html","46","No","Missing Meta Description","0","No","No",
"Yevamot 52 - Get, Yibum, Chalitzah","http://talmudilluminated.com/yevamot/yevamot52.html","34","No","Missing Meta Description","0","No","No",
"Yevamot 54 - How to do yibum","http://talmudilluminated.com/yevamot/yevamot54.html","28","No","Missing Meta Description","0","No","No",
"Yevamot 56 - What is legally considered an act of cohabitation?","http://talmudilluminated.com/yevamot/yevamot56.html","63","No","Missing Meta Description","0","No","No",
"Yevamot 58 - What does chuppah accomplish?","http://talmudilluminated.com/yevamot/yevamot58.html","42","No","Missing Meta Description","0","No","No",
"Yevamot 59 - Wife for a High Priest","http://talmudilluminated.com/yevamot/yevamot59.html","35","No","Missing Meta Description","0","No","No",
"Yevamot 61 - Whom the High Priest can marry","http://talmudilluminated.com/yevamot/yevamot61.html","43","No","Missing Meta Description","0","No","No",
"Yevamot 62 - How many children must a man have?","http://talmudilluminated.com/yevamot/yevamot62.html","47","No","Missing Meta Description","0","No","No",
"Yevamot 63 - Man must have children","http://talmudilluminated.com/yevamot/yevamot63.html","35","No","Missing Meta Description","0","No","No",
"Yevamot 64 - Ten years without children","http://talmudilluminated.com/yevamot/yevamot64.html","39","No","Missing Meta Description","0","No","No",
"Yevamot 65 - Claiming a refund","http://talmudilluminated.com/yevamot/yevamot65.html","30","No","Missing Meta Description","0","No","No",
"Yevamot 70 - An uncircumcised Kohen","http://talmudilluminated.com/yevamot/yevamot70.html","35","No","Missing Meta Description","0","No","No",
"Yevamot 76 - The congregation of Israel","http://talmudilluminated.com/yevamot/yevamot76.html","39","No","Missing Meta Description","0","No","No",
"Yevamot 77 - Was David legitimate?","http://talmudilluminated.com/yevamot/yevamot77.html","34","No","Missing Meta Description","0","No","No",
"Yevamot 81 - A sterile Kohen","http://talmudilluminated.com/yevamot/yevamot81.html","28","No","Missing Meta Description","0","No","No",
"Yevamot 82 - Things that are always counted","http://talmudilluminated.com/yevamot/yevamot82.html","43","No","Missing Meta Description","0","No","No",
"Yevamot 83 - The laws of Rabbi Yose","http://talmudilluminated.com/yevamot/yevamot83.html","35","No","Missing Meta Description","0","No","No",
"Yevamot 84 - Review","http://talmudilluminated.com/yevamot/yevamot84.html","19","No","Missing Meta Description","0","No","No",
"Yevamot 86 - Who gets the tithe?","http://talmudilluminated.com/yevamot/yevamot86.html","32","No","Missing Meta Description","0","No","No",
"Yevamot 87 - Marriages, births, deaths","http://talmudilluminated.com/yevamot/yevamot87.html","38","No","Missing Meta Description","0","No","No",
"Yevamot 88 - Her husband died","http://talmudilluminated.com/yevamot/yevamot88.html","29","No","Missing Meta Description","0","No","No",
"Yevamot 90 - Can the Sages change the Torah?","http://talmudilluminated.com/yevamot/yevamot90.html","44","No","Missing Meta Description","0","No","No",
"Yevamot 97 - Riddles","http://talmudilluminated.com/yevamot/yevamot97.html","20","No","Missing Meta Description","0","No","No",
"Yevamot 100 - Questionable paternity","http://talmudilluminated.com/yevamot/yevamot100.html","36","No","Missing Meta Description","0","No","No",
"Yevamot 101 - Details of paternity","http://talmudilluminated.com/yevamot/yevamot101.html","34","No","Missing Meta Description","0","No","No",
"Yevamot 102 - A shoe used for Chalitzah","http://talmudilluminated.com/yevamot/yevamot102.html","39","No","Missing Meta Description","0","No","No",
"Yevamot 103 - Did Jews receive chalitzah from God?","http://talmudilluminated.com/yevamot/yevamot103.html","50","No","Missing Meta Description","0","No","No",
"Yevamot 104 - Which part of the leg is good for chalitzah?","http://talmudilluminated.com/yevamot/yevamot104.html","58","No","Missing Meta Description","0","No","No",
"Yevamot 105 - Rabbinical test","http://talmudilluminated.com/yevamot/yevamot105.html","29","No","Missing Meta Description","0","No","No",
"Yevamot 106 - Chalitzah in prison","http://talmudilluminated.com/yevamot/yevamot106.html","33","No","Missing Meta Description","0","No","No",
"Yevamot 107 - Underage wife","http://talmudilluminated.com/yevamot/yevamot107.html","27","No","Missing Meta Description","0","No","No",
"Yevamot 120 - When to testify about the husband's death","http://talmudilluminated.com/yevamot/yevamot120.html","55","No","Missing Meta Description","0","No","No",
"Yevamot 121 - A man fell into water","http://talmudilluminated.com/yevamot/yevamot121.html","35","No","Missing Meta Description","0","No","No",
"Yevamot 122 - Hearsay about death","http://talmudilluminated.com/yevamot/yevamot122.html","33","No","Missing Meta Description","0","No","No",
"Ketubot 2 - Marriages are for Wednesdays","http://talmudilluminated.com/ketubot/ketubot2.html","40","No","Missing Meta Description","0","No","No",
"Ketubot 3 - A parent dies before the wedding","http://talmudilluminated.com/ketubot/ketubot3.html","44","No","Missing Meta Description","0","No","No",
"Ketubot 4 - Death in the family of newlyweds","http://talmudilluminated.com/ketubot/ketubot4.html","44","No","Missing Meta Description","0","No","No",
"Ketubot 5 - First cohabitation with a virgin","http://talmudilluminated.com/ketubot/ketubot5.html","44","No","Missing Meta Description","0","No","No",
"Ketubot 6 - Virgin on Shabbat","http://talmudilluminated.com/ketubot/ketubot6.html","29","No","Missing Meta Description","0","No","No",
"Ketubot 7 - Blessing at the wedding","http://talmudilluminated.com/ketubot/ketubot7.html","35","No","Missing Meta Description","0","No","No",
"Ketubot 8 - The seven blessings","http://talmudilluminated.com/ketubot/ketubot8.html","31","No","Missing Meta Description","0","No","No",
"Ketubot 9 - Claims","http://talmudilluminated.com/ketubot/ketubot9.html","18","No","Missing Meta Description","0","No","No",
"Ketubot 10 - Results of claims","http://talmudilluminated.com/ketubot/ketubot10.html","30","No","Missing Meta Description","0","No","No",
"Ketubot 11 - How much a husband owes to his wife","http://talmudilluminated.com/ketubot/ketubot11.html","48","No","Missing Meta Description","0","No","No",
"Ketubot 12 - What they did in Judea","http://talmudilluminated.com/ketubot/ketubot12.html","35","No","Missing Meta Description","0","No","No",
"Ketubot 22 - I was married, but I am divorced now","http://talmudilluminated.com/ketubot/ketubot22.html","49","No","Missing Meta Description","0","No","No",
"Ketubot 23 - Captured woman","http://talmudilluminated.com/ketubot/ketubot23.html","27","No","Missing Meta Description","0","No","No",
"Ketubot 24 - Collusion","http://talmudilluminated.com/ketubot/ketubot24.html","22","No","Missing Meta Description","0","No","No",
"Ketubot 25 - Who is a Kohen?","http://talmudilluminated.com/ketubot/ketubot25.html","28","No","Missing Meta Description","0","No","No",
"Ketubot 26 - A woman in prison","http://talmudilluminated.com/ketubot/ketubot26.html","30","No","Missing Meta Description","0","No","No",
"Ketubot 27 - A siege","http://talmudilluminated.com/ketubot/ketubot27.html","20","No","Missing Meta Description","0","No","No",
"Ketubot 28 - Childhood memories","http://talmudilluminated.com/ketubot/ketubot28.html","31","No","Missing Meta Description","0","No","No",
"Ketubot 29 - Rapist","http://talmudilluminated.com/ketubot/ketubot29.html","19","No","Missing Meta Description","0","No","No",
"Ketubot 30 - The logic of punishment","http://talmudilluminated.com/ketubot/ketubot30.html","36","No","Missing Meta Description","0","No","No",
"Ketubot 31 - Stealing on Shabbat","http://talmudilluminated.com/ketubot/ketubot31.html","32","No","Missing Meta Description","0","No","No",
"Ketubot 32 - Corporal punishment or monetary payment?","http://talmudilluminated.com/ketubot/ketubot32.html","53","No","Missing Meta Description","0","No","No",
"Ketubot 33 - Which is worse, torture or death?","http://talmudilluminated.com/ketubot/ketubot33.html","46","No","Missing Meta Description","0","No","No",
"Ketubot 34 - Liable on two counts - which gives?","http://talmudilluminated.com/ketubot/ketubot34.html","48","No","Missing Meta Description","0","No","No",
"Ketubot 35 - A loophole for the death penalty","http://talmudilluminated.com/ketubot/ketubot35.html","45","No","Missing Meta Description","0","No","No",
"Ketubot 56 - How much really is the Ketubah payment?","http://talmudilluminated.com/ketubot/ketubot56.html","52","No","Missing Meta Description","0","No","No",
"Ketubot 57 - Can one dispense with the Ketubah?","http://talmudilluminated.com/ketubot/ketubot57.html","47","No","Missing Meta Description","0","No","No",
"Ketubot 58 - What does the bride eat?","http://talmudilluminated.com/ketubot/ketubot58.html","37","No","Missing Meta Description","0","No","No",
"Ketubot 59 - Things that a wife must do for her husband","http://talmudilluminated.com/ketubot/ketubot59.html","55","No","Missing Meta Description","0","No","No",
"Ketubot 60 - Nursing a child","http://talmudilluminated.com/ketubot/ketubot60.html","28","No","Missing Meta Description","0","No","No",
"Ketubot 61 - On the danger of some foods","http://talmudilluminated.com/ketubot/ketubot61.html","40","No","Missing Meta Description","0","No","No",
"Ketubot 62 - Man's obligations to his wife","http://talmudilluminated.com/ketubot/ketubot62.html","42","No","Missing Meta Description","0","No","No",
"Ketubot 84 - The wife, the creditor and the children","http://talmudilluminated.com/ketubot/ketubot84.html","52","No","Missing Meta Description","0","No","No",
"Ketubot 86 - Trust","http://talmudilluminated.com/ketubot/ketubot86.html","18","No","Missing Meta Description","0","No","No",
"Ketubot 87 - Repairing trust","http://talmudilluminated.com/ketubot/ketubot87.html","28","No","Missing Meta Description","0","No","No",
"Ketubot 88 - Further arguments between the widow and the orphans","http://talmudilluminated.com/ketubot/ketubot88.html","64","No","Missing Meta Description","0","No","No",
